lemme,freqlemfilms2,freqfilms2,CECRL,TO_REMOVE,Category_Informal,Category_Formal,Category_Top100,Category_Top500,Category_Administrative_Legal,Category_Office_Work,Category_Customer_Service,Category_Manufacturing_Industry,Category_Construction_Work,Category_Maintenance_Repair,Category_Cooking_Catering,Category_Health_Medical,Category_Tourism_Hospitality,Category_Sports
médiciner,"0,07","0,03",C2,X,,,,,,,,,,,,X,,
patronner,"0,07","0,07",C2,X,,,,,,,,,,,,,,
pelotonner,"0,07","0,01",C2,X,,,,,,,,,,,,,,
permanenter,"0,07",0,C2,X,,,,,,,,,,,,,,
polémiquer,"0,07","0,01",C2,,,,,,,,,,,X,,,,
proportionner,"0,07","0,02",C2,,,,,,,,,,,,,,,
prémunir,"0,07",0,C2,,,,,,,,,,,,,,,
refrapper,"0,07","0,02",C1,X,,,,,,,,,,,,,,
remanger,"0,07",0,C2,X,,,,,,,,,,,,,,
renfoncer,"0,07","0,03",B1,X,,,,,,,,,,,,,,
réamorcer,"0,07","0,02",C1,,,,,,,,,,,,,,,
satiner,"0,07","0,01",C2,,,,,,,,,,,,,,,
slalomer,"0,07",0,C2,,,,,,,,,,,,,,,X
sous-tendre,"0,07",0,C2,,,,,,,,,,,,,,,
surarmer,"0,07","0,02",C2,,,,,,,,,,,,,,,
surexposer,"0,07","0,02",C2,,,,,,,,,,,,,,,
théoriser,"0,07","0,02",C2,,,,,,,,,,,,,,,
tripatouiller,"0,07","0,02",C2,,,,,,,,,,,,,,,
écharper,"0,07",0,C2,,,,,,,,,,,,,,,
accoutrer,"0,07",0,C2,X,,,,,,,,,,,,,,
ambitionner,"0,06",0,C2,,,,,,,,,,,,,,,
blackbouler,"0,06","0,02",C2,X,,,,,,,,,,,,,,
boiser,"0,06","0,01",C2,X,,,,,,,,,,,,,,
cahoter,"0,06",0,C2,X,,,,,,,,,,,,,,
clouter,"0,06",0,C2,,,,,,,,,,X,,,,,
contre-indiquer,"0,06",0,C2,,,,,,,,,,,,,,,
crevasser,"0,06","0,06",B2,,,,,,,,,,,,,,,
décaféiner,"0,06","0,01",C2,X,,,,,,,,,,,,,,
décélérer,"0,06","0,05",B2,,,,,,,,,,,,,,,
dédramatiser,"0,06","0,05",C2,,,,,,,,,,,,,,,
défavoriser,"0,06",0,C2,,,,,,,,,,,,,,,
déglacer,"0,06",0,B2,,,,,,,,,,,,,,,
délayer,"0,06","0,01",B2,,,,,,,,,,,,,,,
démotiver,"0,06","0,03",C2,,,,,,,,,,,,,,,
dépoiler,"0,06","0,02",C2,X,,,,,,,,,,,,,,
empaffer,"0,06","0,03",C2,X,,,,,,,,,,,,,,
emplâtrer,"0,06","0,04",C2,,,,,,,,,,,,,,,
entrapercevoir,"0,06",0,C2,X,,,,,,,,,,,,,,
entrecouper,"0,06","0,01",C2,X,,,,,,,,,,,,,,
expliciter,"0,06",0,C2,,,,,,,,,,,,,,,
faisander,"0,06",0,C2,X,,,,,,,,,,,,,,
fataliser,"0,06","0,04",C2,X,,,,,,,,,,,,,,
frelater,"0,06","0,04",C2,X,,,,,,,,,,,,,,
incurver,"0,06","0,01",C2,X,,,,,,,,,,,,,,
interconnecter,"0,06","0,01",C2,X,,,,,,,,,,,,,,
ligner,"0,06","0,05",C2,X,,,,,,,,,,,,,,
meuler,"0,06",0,C2,,,,,,,,,X,,,,,,
mouliner,"0,06","0,02",C2,,,,,,,,,X,,,,,,
moyenner,"0,06","0,01",C2,X,,,,,,,,,,,,,,
nationaliser,"0,06","0,02",C2,X,,,,,,,,,,,,,,
outiller,"0,06",0,B2,,,,,,,,,X,,,,,,
poiler,"0,06","0,01",C2,X,,,,,,,,,,,,,,
poinçonner,"0,06",0,C2,,,,,,,,,X,,,,,,
ragaillardir,"0,06",0,C2,,,,,,,,,,,,,,,
ramifier,"0,06","0,01",C2,X,,,,,,,,,,,,,,
recourber,"0,06",0,C2,X,,,,,,,,,,,,,,
revivifier,"0,06",0,C2,X,,,,,,,,,,,,,,
réadmettre,"0,06","0,04",C2,,,,,,,,,,,,,,,
récréer,"0,06","0,04",C2,,,,,,,,,,,,,,,
siester,"0,06","0,04",C2,X,,,,,,,,,,,,,,
sonoriser,"0,06","0,06",C2,,,,,,,,,,,,,,,
statufier,"0,06","0,01",C2,X,,,,,,,,,,,,,,
tonifier,"0,06",0,C2,,,,,,,,,,,,,,,
tronquer,"0,06",0,C2,,,,,,,,,,,,,,,
typer,"0,06","0,01",C2,,,,,,,,,,,,,,,
verglacer,"0,06","0,02",C2,X,,,,,,,,,,,,,,
viner,"0,06","0,03",C2,X,,,,,,,,,,,,,,
zozoter,"0,06","0,04",C2,X,,,,,,,,,,,,,,
épiloguer,"0,06",0,C2,,,,,,,,,,,,,,,
ambler,"0,06",0,C2,X,,,,,,,,,,,,,,
apostropher,"0,05","0,05",C2,,,,,,,,,,,,,,,
ascendre,"0,05",0,C2,X,,,,,,,,,,,,,,
bayer,"0,05","0,04",C2,,,,,,,,,,,,,,,
biaiser,"0,05","0,03",C2,,,,,,,,,,,,,,,
bosseler,"0,05",0,C2,X,,,,,,,,,,,,,,
brocher,"0,05","0,01",C2,X,,,,,,,,,,,,,,
chouiner,"0,05",0,C2,X,,,,,,,,,,,,,,
co-exister,"0,05","0,05",C2,,,,,,,,,,,,,,,
conjoindre,"0,05","0,05",B2,X,,,,,,,,,,,,,,
craqueler,"0,05","0,01",C2,,,,,,,,,,,,,,,
cuirasser,"0,05",0,C2,X,,,,,,,,,,,X,,,
déboucler,"0,05",0,C2,,,,,,,,,,,,,,,
déchanter,"0,05",0,C2,,,,,,,,,,,,,,,
décompenser,"0,05",0,C2,X,,,,,,,,,,,,,,
décrotter,"0,05","0,04",C2,,,,,,,,,,,,,,,
déloquer,"0,05",0,C2,X,,,,,,,,,,,,,,
démystifier,"0,05",0,C2,,,,,,,,,,,,,,,
dépatouiller,"0,05","0,04",C2,,,,,,,,,,,,,,,
désarrimer,"0,05",0,C2,X,,,,,,,,,,,,,,
désembourber,"0,05","0,03",C2,,,,,,,,,,,,,,,
embastiller,"0,05","0,05",C2,X,,,,,,,,,,,,,,
engoncer,"0,05","0,02",C2,X,,,,,,,,,,,,,,
exfiltrer,"0,05","0,02",C2,,,,,,,,,,,,,,,
exsuder,"0,05","0,03",C2,X,,,,,,,,,,,,,,
fagoter,"0,05",0,C2,X,,,,,,,,,,,,,,
farcer,"0,05",0,C2,X,,,,,,,,,,,,,,
fulgurer,"0,05","0,05",C2,X,,,,,,,,,,,,,,
grenader,"0,05",0,C2,X,,,,,,,,,,,,,,
implémenter,"0,05","0,05",C2,,,,,,,,,,,,,,,
lober,"0,05","0,05",C2,,,,,,,,,,,,,,,
majorer,"0,05","0,03",C2,,,,,,,,,,,,,,,
marauder,"0,05",0,C2,,,,,,,,,,,,,,,
militariser,"0,05",0,C2,,,,,,,,,,,,,,,
méjuger,"0,05","0,03",C2,X,,,,,,,,,,,,,,
nuancer,"0,05","0,03",C2,,,,,,,,,,,,,,,
quiller,"0,05","0,01",C2,X,,,,,,,,,,,,,,
rerentrer,"0,05",0,C2,X,,,,,,,,,,,,,,
rechanter,"0,05","0,05",B1,X,,,,,,,,,,,,,,
retailler,"0,05",0,B1,X,,,,,,,,,,,,,,
router,"0,05",0,C2,X,,,,,,,,,,,,,,
réactualiser,"0,05","0,03",C2,,,,,,,,,,,,,,,
réinfecter,"0,05",0,B1,,,,,,,,,,,,,,,
réinviter,"0,05","0,01",C2,,,,,,,,,,,,,,,
rééditer,"0,05",0,C2,,,,,,,,,,,,,,,
